"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","refurl","CONTMEDF.MEDF.","CONTMEDP.MEDPOS1.","CONTMEDP.MEDPOS2.","CONTMEDP.MEDPOS4.","CONTMEDAIUTARSI.MEDAMB.","CONTMEDN.MEDNEG1.","CONTMEDN.MEDNEG2.","CONTMEDN.MEDNEG3.","CONTMEDN2.MC1.","CONTMEDN2.MEDNEG4.","CONTINDF.INDF.","CONTINDVP.INDPOS1.","CONTINDVP.INDPOS2.","CONTINDVP.INDPOS3.","CONTINDVN.INDNEG1.","CONTINDVN.INDNEG2.","CONTINDVN.INDNEG3.","CONTDF.DF.","CONTDPOS.DPOS1.","CONTDPOS.DPOS2.","CONTDPOS.DPOS3.","CONTDNEG.DNEG1.","CONTDNEG.DNEG2.","CONTDNEG.DNEG3.","JMC0.JMC1.","JMC0.JMC2.","JMC0.JMC3.","JMC0.JMC4.","JMC0.JMC5.","JMC0.JMC6.","JMC0.JMC7.","JMC0.JMC8.","ROM0.ROM1.","ROM0.ROM2.","ROM0.ROM3.","ROM0.ROM4.","ATCOS0.ATCOS1.","ATCOS0.MC2.","ATCOS0.ATCOS2.","ATCOS0.ATCOS3.","ATCOS0.ATCOS4.","SCB0.SCB1.","SCB0.SCB2.","SCB0.SCB3.","SCB0.SCB4.","MIN0.THREAT1.","MIN0.THREAT2.","MIN0.THREAT3.","MIN0.THREAT4.","MIN0.THREAT5.","ONORE0.ONORE1.","ONORE0.ONORE2.","ONORE0.ONORE3.","ONORE0.ONORE4.","ONORE0.ONORE5.","ONORE0.ONORE6.","ONORE0.ONORE7.","ONORE0.ONORE8.","INT0.INT1.","INT0.INT2.","INT0.MC3.","INT0.INT3.","INT0.INT4.","METAATT.META1.","METAATT.META2.","METAATT.META3.","METAATT.META4.","CAMPCONTR1","CAMPCONTR2","SESSO","ETA","ISTR","Occupazione"
351,"2023-04-30 19:50:18",12,"it",1392444440,"2023-04-30 19:35:19","2023-04-30 19:50:18","",3,4,5,5,3,6,6,6,2,7,7,7,7,7,7,5,5,5,3,6,5,4,3,3,4,2,5,5,2,2,6,5,5,5,4,5,5,4,5,1,1,7,7,7,1,6,7,7,5,7,5,4,5,2,6,2,5,2,"A7","A6","A6","A5","A6",5,4,6,6,2,1,0,20,2,"Studente universitario"
352,"2023-04-30 19:51:08",12,"it",184077926,"2023-04-30 19:37:49","2023-04-30 19:51:08","https://l.instagram.com/",6,7,7,5,6,5,5,6,2,7,7,2,1,1,7,4,5,1,2,1,1,2,1,1,1,3,4,1,1,1,2,1,5,6,5,1,1,4,3,1,1,5,7,5,1,7,7,7,7,7,2,4,1,4,6,1,2,4,"A7","A7","A6","A5","A6",1,3,2,1,1,1,0,25,3,"Studente "
353,"",1,"it",1438520304,"2023-04-30 19:37:54","2023-04-30 19:44:26","",6,5,6,3,3,4,3,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
354,"2023-04-30 19:46:56",12,"it",1253784123,"2023-04-30 19:40:25","2023-04-30 19:46:56","",5,4,4,3,4,5,5,5,4,3,4,1,1,1,1,1,2,4,1,1,1,5,5,5,1,1,1,2,1,1,1,1,1,1,2,1,1,4,1,1,1,7,7,7,1,7,7,2,7,7,1,4,5,7,1,1,1,1,"A5","A7","A6","A7","A7",1,5,5,6,1,1,1,24,2,"Disoccupato"
355,"2023-04-30 19:58:35",12,"it",1864487565,"2023-04-30 19:40:56","2023-04-30 19:58:35","",2,1,2,2,3,4,4,6,2,7,1,1,1,1,1,1,2,2,1,1,1,7,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,7,7,7,1,7,7,7,7,7,1,2,1,1,2,2,1,1,"A6","A7","A6","A6","A6",1,1,1,1,1,1,0,26,2,"Disoccupato "
356,"",NA,"it",1546549886,"2023-04-30 19:41:24","2023-04-30 19:41:24","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
357,"",NA,"it",560553994,"2023-04-30 19:41:44","2023-04-30 19:41:44","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
358,"2023-04-30 19:51:02",12,"it",790278498,"2023-04-30 19:42:49","2023-04-30 19:51:02","",7,6,6,6,6,7,7,7,2,7,4,1,1,1,2,3,1,1,1,1,2,6,5,5,5,6,2,5,1,4,3,5,3,6,4,2,4,4,6,4,4,6,6,6,5,6,2,7,5,7,2,4,4,5,6,4,4,4,"A6","A7","A6","A6","A7",5,5,4,2,1,1,1,23,2,"Studente "
359,"2023-04-30 19:57:16",12,"it",1646144094,"2023-04-30 19:45:16","2023-04-30 19:57:16","",5,4,4,4,3,5,5,5,2,5,4,1,1,1,1,3,2,1,1,1,1,4,4,4,4,6,2,3,1,2,4,3,1,5,3,1,1,4,4,1,1,5,7,5,1,7,4,7,7,5,1,3,1,1,1,1,1,1,"A7","A7","A6","A7","A7",1,5,2,2,1,1,1,20,2,"studentessa"
360,"2023-04-30 20:02:11",12,"it",2010785806,"2023-04-30 19:47:09","2023-04-30 20:02:11","",4,6,5,5,4,6,6,6,2,6,4,1,2,2,1,1,1,1,1,1,1,5,5,3,5,7,5,5,2,5,2,4,5,6,5,2,2,4,2,2,2,3,5,4,4,6,5,7,6,7,1,5,2,6,6,1,2,4,"A5","A4","A6","A1","A5",5,2,2,2,1,1,1,26,3,"Studentessa"
361,"2023-04-30 20:00:44",12,"it",246446031,"2023-04-30 19:47:50","2023-04-30 20:00:44","",4,4,4,4,3,7,7,7,2,7,2,1,1,2,2,2,1,2,1,1,1,7,7,7,1,6,4,6,1,2,4,5,1,4,5,1,1,4,3,1,1,4,7,4,1,6,4,6,7,7,1,4,1,4,6,1,1,1,"A7","A7","A6","A7","A5",1,4,1,1,1,1,1,19,2,"studente "
362,"2023-04-30 20:06:25",12,"it",560992819,"2023-04-30 19:48:21","2023-04-30 20:06:25","",3,3,4,4,4,3,4,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,6,6,6,1,7,7,7,7,7,1,1,1,4,2,1,1,4,"A7","A7","A6","A6","A6",1,1,1,1,1,1,0,19,2,"Studente universitario "
363,"",3,"it",997382399,"2023-04-30 19:49:09","2023-04-30 19:51:53","",1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
364,"2023-04-30 20:22:56",12,"it",706311358,"2023-04-30 19:55:02","2023-04-30 20:22:56","",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,5,1,3,2,4,3,1,6,5,5,1,1,4,4,1,1,3,7,2,1,5,5,7,5,5,1,6,1,3,2,2,1,1,"A7","A6","A6","A1","A1",1,1,1,1,1,2,1,23,3,"Studentessa"
365,"",NA,"it",1293881188,"2023-04-30 19:56:22","2023-04-30 19:56:22","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
366,"2023-04-30 20:09:49",12,"it",1508837146,"2023-04-30 19:59:52","2023-04-30 20:09:49","",5,4,3,3,4,6,5,5,2,6,1,1,1,1,1,1,1,1,1,1,1,7,7,7,4,4,4,4,1,1,1,1,7,4,4,1,1,4,4,1,1,6,7,6,1,6,7,7,6,7,1,4,1,6,1,1,1,7,"A7","A7","A6","A7","A7",1,4,1,1,1,1,1,31,2,""
367,"",5,"it",1004172399,"2023-04-30 19:59:54","2023-04-30 20:09:53","",4,3,4,4,3,2,3,3,2,4,3,3,2,3,7,7,7,2,1,1,1,1,1,1,3,3,1,3,2,3,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
368,"2023-04-30 20:07:21",12,"it",479947173,"2023-04-30 20:00:15","2023-04-30 20:07:21","",7,1,1,1,1,4,3,6,2,7,3,1,2,2,1,2,2,1,1,1,1,2,2,2,4,3,1,4,1,1,4,1,1,1,1,1,1,4,1,1,1,7,7,6,1,6,7,7,6,6,1,1,1,1,1,1,1,1,"A7","A7","A6","A7","A7",5,5,4,4,1,1,1,21,3,""
369,"2023-04-30 20:19:21",12,"it",1657139420,"2023-04-30 20:00:53","2023-04-30 20:19:21","",7,1,1,1,4,5,5,5,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,4,2,2,1,5,4,1,1,4,1,1,1,4,4,4,4,3,6,4,4,4,1,6,3,7,3,3,3,5,"A1","A1","A6","A4","A2",1,1,1,1,1,1,0,19,2,""
370,"",1,"it",962576999,"2023-04-30 20:02:24","2023-04-30 20:04:14","",4,3,4,5,2,5,5,5,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
371,"2023-04-30 20:20:42",12,"it",1568838441,"2023-04-30 20:02:26","2023-04-30 20:20:42","",7,4,4,4,5,4,6,7,2,7,3,1,3,5,1,2,2,1,1,1,1,3,1,1,1,4,4,2,1,2,5,1,4,1,5,1,1,4,4,1,1,6,7,6,6,7,4,6,7,6,2,4,2,5,3,2,3,5,"A3","A7","A6","A5","A7",1,2,1,1,1,1,1,19,2,"Studentessa "
372,"",9,"it",539208919,"2023-04-30 20:02:54","2023-04-30 20:09:19","",5,7,7,5,7,6,1,6,2,4,1,1,2,1,1,2,2,1,1,1,1,6,6,6,1,4,1,1,1,1,1,1,4,5,6,1,2,4,3,1,1,7,7,7,2,7,7,7,7,7,1,4,1,3,4,2,4,1,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
373,"2023-04-30 20:11:41",12,"it",1281539148,"2023-04-30 20:02:57","2023-04-30 20:11:41","",4,3,3,3,2,5,5,5,2,4,3,1,3,1,1,3,1,1,1,1,1,6,4,5,2,4,2,2,2,3,4,3,5,1,1,1,1,4,1,1,1,7,6,7,1,7,4,7,7,7,3,1,2,2,1,2,2,1,"A7","A6","A6","A5","A5",2,5,5,2,1,1,1,20,2,"Studente"
374,"2023-04-30 20:18:09",12,"it",1861566950,"2023-04-30 20:04:03","2023-04-30 20:18:09","",1,1,2,3,1,5,4,4,2,3,1,3,1,4,3,1,3,2,1,1,1,2,2,1,4,3,4,4,1,1,1,2,1,6,2,4,2,4,1,1,1,6,6,6,1,5,6,7,3,5,1,5,1,1,1,1,1,5,"A5","A2","A6","A4","A3",2,1,1,1,1,1,1,23,3,"Studente "
375,"2023-04-30 20:23:12",12,"it",150934236,"2023-04-30 20:06:30","2023-04-30 20:23:12","https://l.instagram.com/",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,3,4,4,3,1,3,4,2,1,7,2,1,2,4,3,4,4,1,7,3,1,7,7,7,7,7,1,4,1,6,5,1,1,7,"A5","A3","A6","A1","A2",2,2,2,2,1,1,0,22,3,"Studente"
376,"2023-04-30 20:17:49",12,"it",896047241,"2023-04-30 20:06:35","2023-04-30 20:17:49","",7,3,1,1,3,7,6,7,2,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,5,1,1,2,2,1,1,1,1,1,4,1,1,1,7,7,7,1,7,7,7,7,7,2,2,1,1,5,1,2,2,"A7","A6","A6","A5","A6",2,2,1,2,1,2,0,21,2,"Studente"
377,"2023-04-30 20:12:06",12,"it",1687839208,"2023-04-30 20:06:44","2023-04-30 20:12:06","",5,5,5,5,5,6,7,7,2,5,1,1,1,1,7,7,7,1,1,1,1,1,1,1,3,3,5,4,4,5,3,4,1,1,1,1,4,4,3,4,5,4,5,4,5,6,6,5,6,4,1,1,1,1,1,1,1,1,"A1","A1","A1","A1","A1",1,1,1,2,1,1,0,25,3,"Decathlon "
378,"",NA,"it",1015397496,"2023-04-30 20:06:45","2023-04-30 20:06:45","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
379,"2023-04-30 20:21:09",12,"it",935763454,"2023-04-30 20:08:32","2023-04-30 20:21:09","",3,3,2,3,3,4,4,4,2,3,2,1,1,1,1,1,2,2,1,1,1,4,1,1,3,3,3,2,2,2,3,3,5,5,6,3,3,4,2,2,2,6,6,5,3,6,6,6,5,6,2,2,1,2,5,1,4,4,"A5","A4","A6","A4","A4",4,5,5,5,1,1,1,22,3,"Studentessa"
380,"2023-04-30 20:23:07",12,"it",743652350,"2023-04-30 20:09:34","2023-04-30 20:23:07","",3,3,3,3,2,2,2,4,2,7,1,1,1,1,2,1,1,1,1,1,1,5,4,4,5,5,3,5,1,5,3,2,2,1,2,1,1,4,1,1,1,6,7,6,1,7,7,7,7,6,1,3,1,2,5,2,1,2,"A6","A5","A6","A4","A4",1,3,2,1,1,1,0,22,3,""
381,"",NA,"it",132606852,"2023-04-30 20:12:21","2023-04-30 20:12:21","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
382,"2023-04-30 20:27:47",12,"it",1073922635,"2023-04-30 20:12:25","2023-04-30 20:27:47","",7,4,4,4,4,7,7,7,2,7,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,6,5,1,1,4,5,1,1,7,7,7,1,7,7,7,7,6,1,1,1,4,2,1,1,5,"A7","A7","A6","A7","A7",1,2,1,1,1,2,1,23,3,"Studentessa"
383,"",NA,"it",699211373,"2023-04-30 20:13:42","2023-04-30 20:13:42","https://l.instagram.com/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
384,"2023-04-30 20:26:30",12,"it",246419266,"2023-04-30 20:14:25","2023-04-30 20:26:30","",4,4,4,4,4,4,4,4,2,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,5,2,3,1,1,4,1,6,2,6,1,1,4,4,1,1,4,7,7,1,6,5,7,6,6,1,1,1,5,2,2,2,1,"A5","A4","A6","A4","A4",2,3,1,1,1,1,1,26,4,"Disoccupato "
385,"2023-04-30 20:28:43",12,"it",1513983671,"2023-04-30 20:14:45","2023-04-30 20:28:43","",6,6,6,6,6,5,6,6,2,6,2,1,3,1,1,1,1,2,4,5,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,1,4,1,1,1,7,7,7,1,7,7,7,7,7,1,6,1,1,1,1,1,2,"A7","A3","A6","A3","A5",5,6,6,6,1,1,0,25,4,"Sviluppatore "
386,"2023-04-30 20:17:56",12,"it",971293893,"2023-04-30 20:14:51","2023-04-30 20:17:56","",3,2,5,3,5,5,3,3,3,4,3,4,4,3,4,4,3,3,3,4,4,5,3,3,4,4,2,5,4,6,3,3,3,5,4,3,3,3,4,3,4,3,4,4,5,6,6,4,3,4,2,2,4,1,4,3,3,3,"A4","A3","A6","A3","A4",5,3,4,3,1,2,1,23,2,"Studentessa "
387,"2023-04-30 20:26:39",12,"it",1551483675,"2023-04-30 20:14:58","2023-04-30 20:26:39","",3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,2,1,1,1,1,1,2,2,2,4,1,2,3,3,3,3,6,5,2,5,1,1,4,1,1,1,5,7,5,1,7,7,7,7,7,1,1,1,1,1,1,1,1,"A7","A7","A6","A7","A1",1,1,1,1,1,2,1,21,2,"Studentessa infermieristica "
388,"",6,"it",408587785,"2023-04-30 20:15:53","2023-04-30 20:26:07","",4,2,2,2,4,4,4,4,2,5,4,2,1,1,3,3,1,1,1,1,1,4,4,1,4,4,3,3,1,3,4,4,1,6,1,1,1,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
389,"2023-04-30 20:25:15",12,"it",2077224973,"2023-04-30 20:16:17","2023-04-30 20:25:15","https://l.instagram.com/",3,2,3,2,1,5,5,5,2,5,1,1,1,1,1,1,1,1,1,1,1,7,7,7,2,4,1,3,1,3,2,3,1,3,4,1,1,4,2,1,1,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,"A7","A7","A6","A7","A6",1,1,1,1,1,1,0,27,3,"Impiegato "
390,"2023-04-30 20:27:57",12,"it",1659058962,"2023-04-30 20:16:32","2023-04-30 20:27:57","",3,1,1,1,2,1,1,5,2,5,1,1,1,1,1,3,1,1,1,1,1,7,1,1,3,5,1,2,1,3,4,3,1,1,2,1,1,4,1,1,1,7,7,7,1,7,7,7,7,7,1,1,1,1,1,1,1,1,"A7","A7","A6","A5","A6",1,1,1,1,1,1,1,27,4,"Libera professionista"
391,"2023-04-30 20:27:57",12,"it",260068222,"2023-04-30 20:18:18","2023-04-30 20:27:57","https://l.instagram.com/",7,7,5,6,4,6,6,6,2,6,2,1,3,1,1,1,1,1,1,1,1,4,3,5,2,5,2,3,1,2,1,2,1,3,2,1,1,4,1,1,1,7,7,7,1,7,7,7,7,7,7,2,1,1,6,1,1,4,"A7","A7","A6","A7","A7",1,1,1,1,1,1,1,21,2,"Studentessa"
392,"2023-04-30 20:34:24",12,"it",950263638,"2023-04-30 20:18:27","2023-04-30 20:34:24","",4,2,2,2,1,5,5,5,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,3,2,3,3,2,1,1,1,1,1,4,1,1,1,7,7,7,1,7,7,7,7,7,2,5,2,6,7,3,2,3,"A7","A7","A6","A7","A7",1,1,1,1,1,1,0,23,2,"Studente"
393,"2023-04-30 20:32:05",12,"it",1867542346,"2023-04-30 20:18:50","2023-04-30 20:32:05","",5,4,4,3,1,5,5,5,2,6,1,2,1,1,1,1,3,1,1,1,2,6,2,1,5,5,2,3,3,2,1,5,2,2,2,1,1,4,5,1,1,7,7,7,1,7,5,7,6,7,3,5,2,4,5,2,3,3,"A6","A6","A6","A5","A7",1,3,2,3,1,1,1,22,3,"Studente "
394,"2023-04-30 20:29:31",12,"it",735331911,"2023-04-30 20:18:55","2023-04-30 20:29:31","",5,1,3,1,1,6,7,6,2,7,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,4,4,4,1,1,1,1,5,5,5,1,1,4,1,1,1,7,7,7,1,7,7,7,7,7,1,6,1,4,1,1,1,6,"A7","A7","A6","A1","A7",1,1,1,1,1,1,1,35,4,"Psicologo"
395,"2023-04-30 20:45:51",12,"it",1302850365,"2023-04-30 20:21:51","2023-04-30 20:45:51","",2,1,2,2,2,6,5,6,2,7,1,1,1,1,1,1,1,1,1,1,1,7,7,7,6,3,1,7,1,4,4,3,7,1,7,1,1,4,1,1,1,7,7,7,1,7,7,7,7,7,1,1,1,4,1,1,1,1,"A7","A2","A6","A2","A7",1,1,1,1,1,1,0,23,3,"Disoccupato"
396,"2023-04-30 20:35:47",12,"it",1598652505,"2023-04-30 20:22:33","2023-04-30 20:35:47","",2,4,2,2,5,5,7,7,2,7,2,1,1,1,2,1,1,1,1,1,1,7,1,1,4,5,1,1,1,2,1,2,1,1,3,1,1,4,2,1,1,7,7,7,1,7,7,6,7,7,1,2,1,5,4,1,1,1,"A7","A3","A6","A1","A3",5,5,5,5,1,1,0,26,3,"Studente "
397,"2023-04-30 20:49:57",12,"it",1929820261,"2023-04-30 20:23:11","2023-04-30 20:49:57","",3,2,2,1,3,1,5,5,2,7,3,3,1,1,1,1,1,1,1,1,1,3,2,4,1,3,1,1,1,2,1,2,1,4,2,1,1,4,5,1,1,6,7,5,1,7,6,7,6,7,4,4,4,3,5,4,5,3,"A7","A7","A6","A5","A5",1,4,1,1,1,1,0,22,3,"Studente "
398,"",NA,"it",1790013444,"2023-04-30 20:23:49","2023-04-30 20:23:49","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
399,"",NA,"it",2137575156,"2023-04-30 20:27:02","2023-04-30 20:27:02","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
400,"",NA,"it",1517637432,"2023-04-30 20:29:15","2023-04-30 20:29:15","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
401,"2023-04-30 20:38:44",12,"it",1549085092,"2023-04-30 20:32:14","2023-04-30 20:38:44","",5,7,7,7,7,7,7,7,2,4,1,1,1,1,1,1,1,1,1,1,1,7,7,7,1,5,5,1,1,1,1,4,6,5,2,1,1,4,1,1,1,7,7,7,1,7,1,7,7,7,1,7,1,7,7,7,1,7,"A7","A7","A6","A1","A7",1,5,1,1,1,1,1,25,2,"Studentessa universitaria "
402,"",3,"it",1484129663,"2023-04-30 20:33:23","2023-04-30 20:38:13","",4,4,4,4,4,3,3,4,2,4,1,1,1,1,1,1,1,1,1,1,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
403,"",2,"it",615873366,"2023-04-30 20:34:00","2023-04-30 20:37:50","",5,4,3,3,2,2,2,3,2,5,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
404,"",NA,"it",1225823540,"2023-04-30 20:34:46","2023-04-30 20:34:46","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
405,"2023-04-30 20:48:49",12,"it",987195920,"2023-04-30 20:34:47","2023-04-30 20:48:49","",4,1,1,1,1,4,5,6,2,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,2,2,1,1,2,1,1,4,1,1,1,6,7,6,1,7,7,7,7,7,1,2,1,2,1,2,1,1,"A7","A7","A6","A7","A7",1,1,1,1,1,1,1,21,2,"Studentessa"
406,"2023-04-30 20:52:13",12,"it",2032671265,"2023-04-30 20:37:03","2023-04-30 20:52:13","https://l.instagram.com/",1,1,1,1,1,4,2,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,7,7,7,1,7,7,7,7,7,1,1,1,4,4,1,1,1,"A7","A4","A6","A4","A7",1,1,1,1,1,2,0,28,2,"Militare Esercito Italiano "
407,"2023-04-30 20:48:35",12,"it",1169274466,"2023-04-30 20:39:19","2023-04-30 20:48:35","",4,3,3,2,4,6,7,5,2,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,4,4,1,1,4,2,4,1,1,3,4,1,4,1,1,1,5,7,5,1,7,7,7,7,7,2,4,3,4,4,2,3,2,"A5","A5","A6","A1","A5",1,1,1,1,1,1,0,23,2,"Studente "
408,"2023-04-30 20:49:16",12,"it",2142235217,"2023-04-30 20:39:57","2023-04-30 20:49:16","https://l.instagram.com/",3,3,3,3,3,5,5,5,2,4,2,1,2,1,2,1,1,1,1,1,1,7,7,7,4,4,4,3,3,4,5,4,1,1,2,1,1,4,1,1,1,7,7,7,1,7,7,7,7,7,1,1,1,1,4,1,1,4,"A4","A3","A6","A3","A2",2,2,2,2,1,1,1,25,3,"Imprenditore "
409,"2023-04-30 21:13:12",12,"it",713677080,"2023-04-30 20:41:18","2023-04-30 21:13:12","",4,4,4,4,4,5,6,6,2,4,1,1,1,1,2,1,1,1,1,1,1,3,1,1,2,3,4,1,1,2,2,1,4,3,4,4,1,4,3,1,1,7,7,7,4,7,7,6,7,5,1,4,1,1,3,4,1,1,"A7","A7","A6","A1","A7",1,5,1,1,1,1,2,26,3,"Impiegato"
